@relation 'RandomTit-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R1.0-A5-M-1'

@attribute 0.393IsAlone=1+0.393FamilySize=1-0.328Fare=3-0.296Pclass=1-0.287Has_Cabin=1... numeric
@attribute 0.427Pclass=1+0.378Has_Cabin=1-0.313Pclass=3+0.312IsAlone=1+0.312FamilySize=1... numeric
@attribute 0.597Pclass=2+0.386Fare=1-0.383Pclass=3-0.355Fare=0-0.222Fare=3... numeric
@attribute -0.692Age=1+0.609Age=2-0.198FamilySize=2+0.159Age=0+0.108IsAlone=1... numeric
@attribute 0.425Fare=2-0.382Age=0-0.357Fare=1-0.338FamilySize=7-0.297Fare=3... numeric
@attribute 0.405FamilySize=2+0.361Age=2+0.301FamilySize=11-0.3Fare=2-0.278Age=0... numeric
@attribute 0.643FamilySize=4-0.434Age=3-0.306FamilySize=2-0.269FamilySize=6-0.253Fare=1... numeric
@attribute 0.699FamilySize=3-0.315FamilySize=4+0.315FamilySize=11-0.261FamilySize=5-0.244FamilySize=2... numeric
@attribute -0.65FamilySize=5+0.328Sex=1+0.292Age=4+0.277FamilySize=2+0.263FamilySize=6... numeric
@attribute -0.631FamilySize=11-0.477FamilySize=6+0.415FamilySize=7-0.205FamilySize=5+0.186Fare=0... numeric
@attribute 0.721FamilySize=8-0.456FamilySize=7-0.346FamilySize=6+0.324FamilySize=5+0.118Age=3... numeric
@attribute -0.836Age=4-0.365FamilySize=5+0.249Age=3-0.155FamilySize=7+0.147FamilySize=8... numeric
@attribute -0.569Age=3-0.463FamilySize=11+0.258FamilySize=6+0.234FamilySize=8-0.22FamilySize=4... numeric
@attribute -0.415Fare=1+0.393FamilySize=7+0.378Pclass=2-0.376FamilySize=4-0.292Pclass=3... numeric
@attribute -0.579Sex=1+0.393Fare=0-0.36Fare=2-0.279FamilySize=7+0.274FamilySize=6... numeric
@attribute 0.579Sex=1-0.375Fare=2+0.362FamilySize=5-0.264FamilySize=11+0.197Pclass=2... numeric
@attribute -0.638Age=0+0.289Age=3+0.284FamilySize=6+0.267FamilySize=8+0.264FamilySize=4... numeric
@attribute 0.715Has_Cabin=1-0.45Fare=3+0.292Fare=0+0.199FamilySize=7+0.175Fare=1... numeric
@attribute '-0.564Pclass=1+0.417Has_Cabin=1+0.39 Fare=3+0.347Pclass=3-0.258Fare=0...' numeric
@attribute -0.508Age=1-0.458Age=2-0.339Age=0+0.315FamilySize=2-0.271Age=3... numeric
@attribute -0.464FamilySize=2-0.384FamilySize=3-0.34Age=1-0.307IsAlone=1-0.307Age=2... numeric
@attribute ﻿Survived {0,1}

@data
-0.818506,3.114844,-0.581699,-1.183113,-0.646768,-0.643155,0.578659,0.243348,0.106083,-0.497022,-0.213108,0.076476,0.798172,0.591687,-0.93013,0.036008,-0.459881,-0.170497,0.448328,-0,0,0
-0.730927,-1.923765,-0.086342,-1.610894,1.805539,0.653478,-1.141727,-0.500959,1.013966,0.184447,0.101155,-0.343329,-0.320532,-0.054316,-1.410587,-0.112988,0.055239,-0.21013,0.347197,0,-0,0
1.899741,-0.085905,0.60922,-0.930589,-1.010435,0.763372,-0.274987,-0.245307,-0.699237,-0.230745,-0.23692,-0.070645,0.74478,-1.083919,0.278587,-1.269943,0.615861,-0.241205,0.003193,-0,0,1
-0.82185,-1.301495,0.257265,0.846323,0.481201,3.007685,-1.247991,-0.594174,0.090203,0.447552,-0.05557,-0.329309,0.521393,-1.850817,0.696517,-0.17692,0.388519,0.079802,-0.392817,0,-0,0
1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,-0.131912,0.745373,-1.11321,-0.67545,0.227905,0.262602,-0.195805,0.076489,-0,0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
-3.204925,0.76632,-1.099039,-2.389875,-0.510184,-0.228857,0.678633,-1.854122,-5.363412,-1.876188,2.2356,-2.752194,1.691982,0.876478,0.16294,2.385253,-0.175919,0.865196,-0.538037,0,-0,1
1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,-0.100544,0.225507,0.617533,-0.133057,0.556343,-0.299607,0.143841,-0.239906,0,0,1
-3.81828,2.456479,-0.538308,-0.587369,0.020718,-0.176104,-2.280941,-0.441562,0.225304,0.581456,0.456005,0.704349,-2.019066,-0.742128,-0.191514,1.125494,0.114824,0.140672,0.177878,-0,-0,0
-3.840174,1.235309,-0.519495,1.095269,-0.711887,0.417357,4.416753,-1.64527,0.453512,-0.42123,-0.081791,0.620052,-0.216452,-2.2415,-0.530482,0.727897,1.779322,0.363341,-0.346951,0,-0,1
0.84156,0.530562,2.647421,1.951282,-0.67682,1.403207,0.384596,-0.315663,-0.526109,0.010032,-0.04481,-0.035817,0.592372,0.223144,1.335923,-0.36892,0.137771,-0.012743,-0.228255,-0,0,1
-0.968552,-0.995197,2.70624,-1.737981,-0.379619,2.22032,-0.647004,-0.578443,0.656901,0.405926,0.013134,-0.297941,0.001528,-0.120074,1.23891,0.151518,-0.173691,0.419448,-0.709212,0,-0,1
1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,-0.100544,0.225507,0.617533,-0.133057,0.556343,-0.299607,0.143841,-0.239906,0,0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
1.283032,1.716019,-0.709944,-1.001034,0.53219,-0.793106,0.65163,-0.029616,0.306935,0.129425,-0.041363,0.254621,-0.065603,0.831451,-0.003271,0.247503,-0.541215,-0.159086,-2.041204,0,-0,0
-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,-0.119191,0.757921,-0.35776,0.699308,-0.082525,-0.291904,0.049517,0.021497,0,-0,1
-1.211923,2.925651,-0.491334,-1.387229,-0.765433,-0.28208,0.9742,-0.155255,-0.580149,-0.337941,-0.294131,0.139473,0.981308,0.409137,0.281378,-1.175548,-0.064562,-0.27149,0.417506,-0,0,1
1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,-0.131912,0.745373,-1.11321,-0.67545,0.227905,0.262602,-0.195805,0.076489,-0,0,0
1.918,0.554354,1.042561,-0.78594,0.189294,-0.400117,0.960525,0.021931,0.613738,0.293066,0.156586,0.277089,-0.65655,1.805899,0.959016,0.991645,-0.633863,0.409743,-0.302483,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,1
-0.840856,2.1247,0.168161,1.898817,1.609136,-0.864367,0.32291,-0.313357,-0.175353,-0.314719,-0.146019,-0.033921,0.889336,0.532592,-1.611466,-0.966315,-0.354827,0.77422,-0.192293,0,0,0
-1.061476,-2.384931,-0.020832,-0.027583,-1.304462,1.376074,-1.498799,-1.067011,0.364945,0.670294,-0.024682,-0.318296,0.064719,-2.117126,0.768845,-0.827639,-1.801901,-0.044475,-0.48221,0,-0,1
-2.325972,-0.120107,1.656853,0.212031,-0.741751,-1.396751,-1.063229,2.433496,-0.698318,0.684926,0.466013,1.322386,-2.232272,0.230994,1.155475,2.320395,0.951691,-0.940545,0.725656,-0,-0,0
-1.186666,-1.76868,-0.291728,1.122193,2.402757,1.367078,-1.112429,-0.544002,0.817181,0.325649,0.162858,-0.341599,-0.136803,-0.266156,-1.153116,0.173305,0.097299,-0.265722,0.389671,-0,-0,0
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
1.101535,0.592139,-0.89502,-1.003561,-0.747566,0.057577,0.145622,0.318526,0.112391,-0.393749,-0.023877,0.029192,0.179148,0.347997,-0.632239,0.368897,0.261646,-1.587039,1.468776,-0,0,0
1.534924,-0.55309,0.060226,-0.654719,0.911121,-0.877235,-0.139425,-0.195135,0.027741,-0.352648,-0.018492,-0.082935,0.086584,0.500742,-1.571046,-0.919718,0.324641,-0.586729,0.785681,-0,0,0
0.25459,-1.277703,-1.347595,-1.890899,1.347315,1.204361,-0.672062,-0.256581,1.230049,0.730587,0.145826,-0.016403,-0.727528,-0.268062,0.31961,1.183645,-0.383115,0.502288,-0.467045,0,-0,0
-4.0798,0.151873,-0.797592,0.221363,-2.497551,-1.214254,4.165945,-2.118108,0.728254,-0.198489,-0.050902,0.631066,-0.673127,-2.507809,-0.458153,0.077179,-0.411099,0.239065,-0.436344,0,-0,1
1.918,0.554354,1.042561,-0.78594,0.189294,-0.400117,0.960525,0.021931,0.613738,0.293066,0.156586,0.277089,-0.65655,1.805899,0.959016,0.991645,-0.633863,0.409743,-0.302483,0,-0,0
-3.81828,2.456479,-0.538308,-0.587369,0.020718,-0.176104,-2.280941,-0.441562,0.225304,0.581456,0.456005,0.704349,-2.019066,-0.742128,-0.191514,1.125494,0.114824,0.140672,0.177878,-0,-0,1
-1.19617,-3.645518,-1.328723,1.306346,-0.736625,-2.973829,-2.298989,-1.788613,2.066355,-3.003798,-2.141222,0.445667,1.332431,0.832136,0.594302,0.285312,0.3152,0.361094,-0.208242,0,0,0
2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0.306989,-0.137277,0.104447,1.37066,-0.834642,0.281606,0.024696,-0.059384,0,0,1
-3.540097,1.899253,-0.933653,0.593799,0.844868,1.601158,-0.394344,-0.105519,0.895523,0.181275,-0.031758,-0.182188,0.574785,-0.175211,-0.5122,1.129031,-0.687223,0.15051,0.052319,0,-0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
-1.62956,-2.500289,-2.28397,0.957504,-2.395311,-2.039017,-2.013942,-1.274951,2.151005,-3.044898,-2.146607,0.557794,1.424995,0.679391,1.53311,1.573927,0.252205,-0.639216,0.474853,-0,0,0
-3.477774,1.554976,-0.637902,-2.343404,0.128986,1.248633,-0.028102,-0.461079,0.406077,0.199155,-0.174485,-0.120921,0.574193,-0.145921,0.441837,-0.368818,-0.333964,0.105109,-0.020978,0,-0,1
-0.556219,-2.439028,0.178553,-1.13983,1.407471,-1.194136,-0.121263,2.326233,-0.285878,0.08507,-0.208474,0.288894,0.421423,-0.356407,-1.161355,0.134293,0.690729,-0.15886,0.148449,-0,0,0
-3.084358,1.744169,-0.728267,-2.139288,0.24765,0.887558,-0.423643,-0.062475,1.092308,0.040074,-0.093461,-0.183918,0.391056,0.036629,-0.769671,0.842738,-0.729283,0.206102,0.009845,0,-0,0
-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,-0.119191,0.757921,-0.35776,0.699308,-0.082525,-0.291904,0.049517,0.021497,0,-0,1
0.144661,2.770761,-1.093092,1.618813,1.150912,-0.313485,0.792576,-0.068979,0.040731,0.23142,-0.101348,0.293005,0.482339,0.318846,0.118731,0.330317,-0.79318,1.486639,-1.006535,0,-0,0
-1.632266,-1.728563,0.091156,-1.457186,1.31031,-1.06704,0.385925,1.931311,-1.041528,0.204945,-0.411186,0.388546,0.968773,-0.839722,-0.085316,-1.280741,0.792022,1.441464,1.109821,-0,0,1
1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,-0.131912,0.745373,-1.11321,-0.67545,0.227905,0.262602,-0.195805,0.076489,-0,0,1
0.956793,1.27698,2.952401,0.97423,-1.382305,-0.73513,-1.897541,-0.253103,-0.510096,0.251132,0.523976,0.787723,-2.184615,-0.161224,0.445101,0.839099,0.5445,0.078412,-0.071873,-0,-0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,1
-1.552429,3.827154,-0.39174,0.368807,-0.8737,-1.706817,-1.278639,-0.135738,-0.760921,0.044361,0.336358,0.964743,-1.611951,-0.18707,-0.351973,0.318764,0.384226,-0.235927,0.616361,-0,-0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
-2.960941,1.041559,-0.095652,-0.003064,-0.398854,-1.78974,-1.372124,2.381949,-1.005121,0.521285,0.268065,1.299917,-1.641326,-0.743453,0.193188,1.576253,1.044339,-1.509374,-1.013064,-0,-0,1
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
0.99535,-0.363681,2.27896,1.281492,-2.343819,-0.589479,-0.261753,-0.389897,0.434865,0.073692,0.067102,-0.087801,-0.047438,0.139384,0.196742,0.191918,-2.447968,-0.036027,-0.286825,0,0,0
0.563377,1.087788,3.042766,0.770114,-1.50097,-0.374055,-1.502,-0.651706,-1.196328,0.410213,0.442953,0.85072,-2.001479,-0.343773,1.656609,-0.372457,0.939818,-0.022581,-0.102696,-0,-0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,-0.037546,0.408643,0.434984,1.078451,-0.655213,0.095711,0.042849,-0.270729,-0,0,1
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,1
1.837418,0.258372,0.313469,2.006614,-0.294553,1.115897,-0.641229,0.110253,-0.209791,-0.248624,-0.094193,-0.131912,0.745373,-1.11321,-0.67545,0.227905,0.262602,-0.195805,0.076489,-0,0,0
-1.72637,-3.51606,-0.155667,0.749757,-0.939662,-1.448334,3.447861,-2.556591,0.649912,-0.054116,0.143714,0.471655,-1.384715,-2.598754,-1.099069,-0.878547,0.373423,-0.177167,-0.098991,0,-0,1
-4.17314,0.626625,-1.121386,-0.484223,-1.05946,0.330622,-0.249612,-0.97696,0.484034,0.563098,-0.081893,-0.108177,0.301247,-0.62407,0.771636,-0.733243,-2.482325,-0.07476,-0.067897,0,-0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,1
-1.333368,-1.462382,2.157246,-1.462111,1.541936,0.579713,-0.511443,-0.528271,1.383879,0.284022,0.231562,-0.31023,-0.656668,1.464587,-0.610723,0.501743,-0.464911,0.073924,0.073276,0,-0,0
2.127025,-0.096221,-1.110662,-1.138839,0.334232,0.034722,0.725781,-0.34936,-0.442407,0.352573,-0.054845,0.306989,-0.137277,0.104447,1.37066,-0.834642,0.281606,0.024696,-0.059384,0,0,0
1.671286,0.058863,-1.316049,1.594248,0.93145,0.748322,0.755079,-0.392404,-0.639192,0.493774,0.006859,0.308719,0.046452,-0.107393,1.628131,-0.548349,0.323665,-0.030896,-0.01691,-0,0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
1.2973,0.375478,2.852808,-0.781806,-1.274038,0.689607,0.355298,-0.272619,-0.329324,-0.13117,-0.106513,-0.037546,0.408643,0.434984,1.078451,-0.655213,0.095711,0.042849,-0.270729,-0,0,1
0.645795,0.747223,-1.100407,1.729526,-0.150348,0.771177,0.17492,0.275483,-0.084394,-0.252548,0.037826,0.030922,0.362877,0.136157,-0.374768,0.65519,0.303706,-1.642631,1.51125,-0,0,1
-1.726785,-1.651575,2.247611,-1.666227,1.423271,0.940788,-0.115902,-0.926874,0.697648,0.443103,0.150538,-0.247233,-0.473532,1.282037,0.600786,-0.709813,-0.069592,-0.027069,0.042453,0,-0,0
0.839559,-1.481441,-0.423257,1.204463,-0.277325,-1.795246,-0.360935,-0.711016,0.105698,0.011295,0.0741,-0.070191,-0.186362,0.022592,-1.241246,-1.284144,-1.82372,-0.766598,0.738762,-0,0,0
-3.933513,1.710061,-0.843289,0.389683,0.726203,1.962233,0.001196,-0.504122,0.209291,0.340356,-0.112781,-0.119191,0.757921,-0.35776,0.699308,-0.082525,-0.291904,0.049517,0.021497,0,-0,1
1.204375,-1.014256,0.125737,0.928592,-2.198881,-0.154639,-0.496497,-0.761188,-0.62128,0.133198,-0.144328,-0.057901,0.471835,-1.562069,0.608386,-1.634369,-1.5325,-0.421074,-0.043726,0,0,1
1.690716,0.56467,2.762443,-0.57769,-1.155373,0.328532,-0.040243,0.125984,0.356908,-0.290251,-0.02549,-0.100544,0.225507,0.617533,-0.133057,0.556343,-0.299607,0.143841,-0.239906,0,0,0
0.956793,1.27698,2.952401,0.97423,-1.382305,-0.73513,-1.897541,-0.253103,-0.510096,0.251132,0.523976,0.787723,-2.184615,-0.161224,0.445101,0.839099,0.5445,0.078412,-0.071873,-0,-0,0
2.064702,0.248056,-1.406413,1.798364,1.050114,0.387247,0.359538,0.006199,0.047039,0.334693,0.087882,0.245721,-0.136684,0.075156,0.416623,0.663207,-0.071653,0.070097,0.013912,0,-0,0
-3.540097,1.899253,-0.933653,0.593799,0.844868,1.601158,-0.394344,-0.105519,0.895523,0.181275,-0.031758,-0.182188,0.574785,-0.175211,-0.5122,1.129031,-0.687223,0.15051,0.052319,0,-0,0
2.293157,0.103288,0.518855,-0.726473,-0.89177,0.402297,-0.670528,0.153296,-0.013006,-0.389826,-0.155896,-0.133642,0.561644,-0.90137,-0.932921,-0.058388,0.220543,-0.140213,0.034015,-0,0,0
-0.949635,-2.62822,0.268917,-1.343946,1.288806,-0.833061,0.274277,1.92763,-0.972109,0.244151,-0.289498,0.351891,0.604559,-0.538956,0.050154,-1.077263,1.086047,-0.259853,0.117627,-0,0,1
-1.251584,-3.367379,-0.304931,0.719351,0.219025,-2.112147,-0.342773,1.810352,-0.207921,0.449012,-0.115882,0.301637,0.148477,-0.834556,-0.831555,-0.230132,-1.457632,-0.338728,0.10153,0,0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
-0.730927,-1.923765,-0.086342,-1.610894,1.805539,0.653478,-1.141727,-0.500959,1.013966,0.184447,0.101155,-0.343329,-0.320532,-0.054316,-1.410587,-0.112988,0.055239,-0.21013,0.347197,0,-0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
0.539067,-0.2809,2.394179,-0.710051,0.528853,-0.589925,0.8864,-0.621051,-0.288577,-0.093992,0.030891,0.013161,-0.066416,1.837095,0.440327,-1.516543,0.199809,-0.403668,0.480937,-0,0,1
-0.818506,3.114844,-0.581699,-1.183113,-0.646768,-0.643155,0.578659,0.243348,0.106083,-0.497022,-0.213108,0.076476,0.798172,0.591687,-0.93013,0.036008,-0.459881,-0.170497,0.448328,-0,0,0
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,0
-0.366111,-1.45658,0.462652,-1.886765,-0.116016,2.294085,-1.277289,-0.55113,0.286988,0.306351,-0.117273,-0.331039,0.337665,-1.638977,0.439046,-0.463213,0.346459,0.135394,-0.435291,0,-0,0
-0.556219,-2.439028,0.178553,-1.13983,1.407471,-1.194136,-0.121263,2.326233,-0.285878,0.08507,-0.208474,0.288894,0.421423,-0.356407,-1.161355,0.134293,0.690729,-0.15886,0.148449,-0,0,1
2.520442,0.092972,-1.201027,-0.934723,0.452897,-0.326352,0.33024,0.049243,0.243824,0.193492,0.026179,0.243991,-0.320413,0.286996,0.159151,0.376914,-0.113713,0.125689,-0.028562,0,-0,1
-2.42215,-2.579926,1.764127,0.192954,0.234825,0.022777,-0.337412,-1.442755,0.775605,0.807046,0.24313,-0.234489,-0.746477,0.803888,0.930585,-1.074238,-2.217953,-0.206937,-0.004466,0,-0,1
-1.234272,1.935507,0.258526,1.694701,1.490471,-0.503293,0.718451,-0.71196,-0.861584,-0.155638,-0.227043,0.029077,1.072472,0.350042,-0.399958,-2.177871,0.040492,0.673227,-0.223115,-0,0,1
